"","outcome","purpose_","dti","borrower_score","payment_inc_ratio"
"7441","default","other",20.1,0.6,13.2853
"14229","default","debt_consolidation",9.52,0.45,4.528
"12158","default","credit_card",33.47,0.4,10.4953
"31988","paid off","debt_consolidation",15.86,0.65,12.5428
"5263","default","debt_consolidation",8.66,0.55,3.2052
"20460","default","credit_card",14.9,0.35,14.3209
"7379","default","debt_consolidation",15.07,0.65,4.37526
"13848","default","other",30.04,0.45,5.22671
"3199","default","debt_consolidation",19.78,0.55,3.401
"11931","default","debt_consolidation",23.18,0.65,8.43566
"9479","default","debt_consolidation",32.47,0.5,11.5128
"5027","default","other",20.75,0.55,1.36897
"10106","default","debt_consolidation",19.69,0.4,4.04964
"9189","default","debt_consolidation",15.38,0.35,14.553
"30815","paid off","debt_consolidation",33.92,0.35,10.332
"21293","default","credit_card",10.75,0.6,6.3034
"36591","paid off","debt_consolidation",16.83,0.4,10.6599
"41434","paid off","debt_consolidation",6.05,0.65,6.70482
"24799","paid off","debt_consolidation",23.73,0.25,12.7037
"32673","paid off","credit_card",10.12,0.5,14.6077
"42796","paid off","other",7.81,0.45,1.46366
"42062","paid off","debt_consolidation",12.44,0.45,14.287
"14934","default","debt_consolidation",16.55,0.3,10.6227
"30697","paid off","credit_card",4.69,0.6,6.352
"2765","default","other",11.22,0.15,10.8063
"10446","default","debt_consolidation",12.68,0.45,8.57889
"21597","default","credit_card",25.95,0.5,16.0671
"45141","paid off","credit_card",12.17,0.65,2.73582
"8849","default","debt_consolidation",26.81,0.55,4.62567
"37013","paid off","credit_card",6.78,0.75,10.7465
"8786","default","debt_consolidation",10.25,0.4,10.7432
"30407","paid off","debt_consolidation",19.32,0.45,6.38367
"28067","paid off","credit_card",7.15,0.5,7.18256
"7077","default","debt_consolidation",21.88,0.2,5.82776
"23507","paid off","debt_consolidation",12.69,0.5,2.2692
"9312","default","credit_card",29.31,0.35,8.49608
"15085","default","debt_consolidation",32.34,0.25,13.7677
"36016","paid off","debt_consolidation",8.3,0.55,7.01267
"15428","default","debt_consolidation",30,0.5,19.1779
"13602","default","credit_card",26.02,0.5,18.1093
"33795","paid off","credit_card",8.42,0.5,4.12877
"303","default","debt_consolidation",8.88,0.55,7.0226
"2198","default","debt_consolidation",16.05,0.45,12.0036
"33483","paid off","debt_consolidation",14.76,0.65,7.22875
"40665","paid off","other",20.8,0.45,11.678
"36956","paid off","debt_consolidation",3.71,0.7,1.58874
"26418","paid off","debt_consolidation",11.04,0.35,6.5458
"36866","paid off","debt_consolidation",33.07,0.55,13.4578
"22996","default","debt_consolidation",26.46,0.45,12.7368
"25293","paid off","credit_card",20.37,0.4,11.5534
"9328","default","home_improvement",12.89,0.6,6.336
"34194","paid off","debt_consolidation",19.68,0.45,8.28686
"39140","paid off","credit_card",24.52,0.4,17.6502
"22888","default","debt_consolidation",17.24,0.6,7.659
"8475","default","other",20.86,0.4,10.5486
"43745","paid off","debt_consolidation",20.58,0.55,12.296
"41007","paid off","small_business",16.16,0.6,7.9036
"24323","paid off","credit_card",6.58,0.65,2.18061
"12013","default","debt_consolidation",20.54,0.5,7.79721
"16521","default","debt_consolidation",17.47,0.65,10.2353
"12113","default","debt_consolidation",20.03,0.35,11.1109
"45236","paid off","credit_card",12.12,0.6,4.00589
"40407","paid off","other",16.56,0.55,9.85925
"45703","paid off","debt_consolidation",8.34,0.55,2.20845
"7424","default","debt_consolidation",2.71,0.55,3.83003
"5403","default","debt_consolidation",13.04,0.5,3.38452
"12736","default","debt_consolidation",11.13,0.35,5.45785
"4141","default","other",16.17,0.55,5.19772
"18426","default","debt_consolidation",23.66,0.45,16.1581
"11304","default","debt_consolidation",6.65,0.5,15.1832
"32951","paid off","debt_consolidation",19.12,0.75,10.1327
"39935","paid off","credit_card",12.98,0.7,5.1324
"32822","paid off","debt_consolidation",24.06,0.4,3.54345
"5787","default","other",24.81,0.25,1.2504
"36374","paid off","debt_consolidation",5.38,0.5,5.27029
"26175","paid off","other",11.91,0.35,2.09412
"23417","paid off","debt_consolidation",16.54,0.6,8.04629
"44800","paid off","debt_consolidation",9.15,0.6,5.63111
"33648","paid off","other",8.67,0.65,3.58071
"14583","default","debt_consolidation",11.58,0.45,9.88038
"10532","default","other",8.62,0.3,3.9156
"43027","paid off","debt_consolidation",11.39,0.45,12.7265
"24573","paid off","debt_consolidation",17.18,0.65,8.27966
"33820","paid off","debt_consolidation",9.78,0.7,9.89467
"10108","default","debt_consolidation",7.37,0.55,8.99928
"43180","paid off","debt_consolidation",16.6,0.65,4.6716
"35125","paid off","debt_consolidation",15.04,0.25,0.406459
"14509","default","major_purchase",13.28,0.45,7.65453
"4450","default","small_business",2.5,0.6,7.30943
"3375","default","debt_consolidation",14.32,0.6,4.31232
"16660","default","debt_consolidation",26.91,0.6,1.82746
"33178","paid off","debt_consolidation",12.58,0.65,3.9367
"22069","default","debt_consolidation",12.91,0.5,4.24053
"18015","default","debt_consolidation",11.88,0.5,8.7672
"22364","default","debt_consolidation",23.15,0.45,6.13865
"16329","default","credit_card",21.47,0.25,13.1147
"2719","default","major_purchase",2.95,0.5,2.83622
"44272","paid off","debt_consolidation",10.15,0.7,13.7425
"840","default","debt_consolidation",18.64,0.4,12.3532
"45222","paid off","home_improvement",2.8,0.4,3.26374
"38276","paid off","debt_consolidation",32.74,0.25,9.46235
"43358","paid off","other",1,0.6,4.02133
"30975","paid off","credit_card",21.67,0.4,9.44944
"26818","paid off","debt_consolidation",24.39,0.75,13.2126
"10204","default","debt_consolidation",21.24,0.5,9.92313
"4335","default","debt_consolidation",20.88,0.5,8.0988
"22287","default","small_business",24.95,0.6,14.3582
"38236","paid off","debt_consolidation",27.11,0.5,11.3151
"19137","default","credit_card",21.37,0.45,8.26055
"37379","paid off","debt_consolidation",21.93,0.55,13.483
"15979","default","debt_consolidation",32.26,0.35,5.47552
"28411","paid off","debt_consolidation",12.44,0.4,8.82578
"45462","paid off","home_improvement",18.78,0.45,11.5595
"2604","default","debt_consolidation",1.55,0.55,6.78097
"13397","default","credit_card",6,0.3,14.0235
"35457","paid off","debt_consolidation",22.27,0.6,4.65566
"27298","paid off","debt_consolidation",15.3,0.6,9.54333
"41550","paid off","debt_consolidation",18.64,0.55,5.28011
"38219","paid off","debt_consolidation",16.95,0.55,7.66463
"9814","default","debt_consolidation",27.37,0.35,12.4835
"4449","default","other",0.6,0.75,16.2265
"7956","default","other",17.58,0.45,8.52626
"38200","paid off","debt_consolidation",9.93,0.35,3.60384
"33132","paid off","debt_consolidation",12.88,0.6,5.98304
"13045","default","debt_consolidation",15.46,0.45,11.0826
"40006","paid off","credit_card",13.76,0.4,18.4451
"3842","default","home_improvement",22.22,0.2,6.19062
"46094","paid off","debt_consolidation",29.28,0.6,7.1216
"36544","paid off","debt_consolidation",19,0.5,11.961
"27501","paid off","debt_consolidation",23.16,0.35,12.9151
"4130","default","other",14.47,0.55,3.97956
"22796","default","debt_consolidation",16.92,0.6,1.7436
"6560","default","home_improvement",3.88,0.2,1.89043
"45679","paid off","debt_consolidation",9.6,0.8,13.3042
"5391","default","debt_consolidation",20.22,0.55,5.01021
"35225","paid off","home_improvement",10.33,0.8,15.9378
"33020","paid off","other",1.81,0.5,5.09981
"38192","paid off","credit_card",16.95,0.6,5.80815
"40991","paid off","debt_consolidation",4.61,0.65,8.55566
"4343","default","other",22.63,0.55,7.37548
"1097","default","other",23.43,0.35,10.6389
"22449","default","debt_consolidation",30.05,0.4,8.62512
"28597","paid off","other",16.63,0.6,1.20393
"31806","paid off","major_purchase",7.55,0.7,2.41976
"28703","paid off","debt_consolidation",6.79,0.85,5.15619
"40598","paid off","other",18.51,0.5,9.45333
"4429","default","home_improvement",10.07,0.4,22.2
"40127","paid off","home_improvement",21.01,0.5,1.64304
"38550","paid off","debt_consolidation",14.81,0.6,8.0856
"30039","paid off","debt_consolidation",16.75,0.6,5.62217
"30091","paid off","debt_consolidation",14.12,0.7,6.94365
"29577","paid off","other",12.98,0.65,7.104
"42743","paid off","credit_card",33.95,0.4,7.25359
"35104","paid off","debt_consolidation",30.59,0.6,7.97406
"27907","paid off","debt_consolidation",8.42,0.7,3.73937
"19575","default","other",4.1,0.75,18.891
"39278","paid off","debt_consolidation",13.28,0.55,6.53168
"6950","default","debt_consolidation",18.57,0.4,15.0276
"13768","default","credit_card",28.72,0.25,8.9994
"20516","default","debt_consolidation",13.13,0.35,16.6212
"35500","paid off","credit_card",21.05,0.35,12.1855
"9512","default","debt_consolidation",10.53,0.45,9.8769
"21330","default","debt_consolidation",27.89,0.35,8.769
"23237","paid off","credit_card",7.53,0.55,5.42189
"39133","paid off","credit_card",14.47,0.4,14.1607
"33951","paid off","credit_card",23.63,0.55,8.94436
"32248","paid off","debt_consolidation",5.09,0.7,6.9416
"7870","default","debt_consolidation",12.23,0.45,15.3065
"6770","default","small_business",18.47,0.5,7.17932
"1758","default","debt_consolidation",12.28,0.55,2.49075
"7585","default","credit_card",30.85,0.45,7.91653
"17498","default","debt_consolidation",28.42,0.45,8.87244
"27018","paid off","debt_consolidation",10.85,0.7,5.15253
"30678","paid off","debt_consolidation",7.81,0.75,5.17613
"14177","default","debt_consolidation",19.67,0.5,6.00775
"4133","default","home_improvement",7.4,0.55,14.249
"20382","default","debt_consolidation",22.04,0.3,5.80585
"23805","paid off","debt_consolidation",10.24,0.55,10.1216
"24738","paid off","debt_consolidation",10.48,0.55,3.60932
"5436","default","credit_card",20.24,0.4,6.0316
"25582","paid off","debt_consolidation",15.87,0.6,7.95
"25633","paid off","home_improvement",10.97,0.7,7.41629
"42676","paid off","debt_consolidation",14.9,0.65,7.90875
"17243","default","home_improvement",27.72,0.25,4.24841
"20092","default","debt_consolidation",7.99,0.55,4.15386
"30671","paid off","credit_card",10.56,0.55,3.93664
"32020","paid off","debt_consolidation",19.68,0.45,3.2586
"45271","paid off","debt_consolidation",4.58,0.6,1.92577
"23265","paid off","major_purchase",12.47,0.6,4.80568
"37357","paid off","credit_card",15.1,0.65,4.763
"19488","default","debt_consolidation",22.83,0.5,5.18718
"12105","default","debt_consolidation",9,0.45,9.47323
"20333","default","debt_consolidation",9.08,0.45,1.98467
"13076","default","debt_consolidation",20.44,0.4,14.726
"15270","default","debt_consolidation",20.21,0.4,7.58385
"20775","default","major_purchase",9.62,0.5,2.00496
"4774","default","home_improvement",4.1,0.65,4.20148
"44409","paid off","credit_card",24.65,0.45,14.736
"79","default","debt_consolidation",5.47,0.45,1.914
"45843","paid off","small_business",20.66,0.4,5.1216
"16497","default","credit_card",26.44,0.45,6.72424
"18474","default","debt_consolidation",24,0.4,11.0907
"22313","default","debt_consolidation",15.71,0.35,4.57724
"43319","paid off","credit_card",29.73,0.55,13.7585
"40292","paid off","debt_consolidation",26.01,0.3,12.3235
"10638","default","other",28.63,0.5,3.97689
"14267","default","credit_card",16.37,0.7,5.22306
"30462","paid off","other",16.8,0.6,2.596
"31133","paid off","debt_consolidation",17.83,0.5,8.47354
"12347","default","home_improvement",7.32,0.25,3.09206
"10186","default","debt_consolidation",7.23,0.7,4.5328
"30586","paid off","home_improvement",18.94,0.6,5.25863
"31568","paid off","major_purchase",7.85,0.4,1.49883
"12896","default","debt_consolidation",21.47,0.3,10.6693
"10350","default","credit_card",12.4,0.55,9.325
"24578","paid off","credit_card",7.47,0.75,2.3108
"26653","paid off","major_purchase",0.41,0.9,4.42848
"15039","default","major_purchase",2.56,0.6,6.03733
"24976","paid off","debt_consolidation",13.29,0.8,3.53544
"2267","default","debt_consolidation",7.92,0.45,9.76776
"41060","paid off","major_purchase",3.33,0.7,10.8796
"38378","paid off","home_improvement",8.62,0.45,1.65849
"41872","paid off","debt_consolidation",4.05,0.65,4.37059
"9164","default","debt_consolidation",28.6,0.3,11.4092
"33490","paid off","debt_consolidation",12.42,0.45,15.7816
"30129","paid off","credit_card",11.84,0.55,7.08127
"34468","paid off","home_improvement",5.65,0.7,2.38745
"16542","default","debt_consolidation",17.3,0.4,8.38632
"28447","paid off","debt_consolidation",26.49,0.35,11.0289
"17791","default","debt_consolidation",12.64,0.55,10.0394
"8710","default","debt_consolidation",18.11,0.45,6.49535
"6948","default","credit_card",13.11,0.55,8.70178
"36721","paid off","debt_consolidation",15.92,0.5,13.6242
"37453","paid off","credit_card",21.37,0.4,4.63144
"34933","paid off","home_improvement",5.78,0.65,6.70824
"31608","paid off","credit_card",17.04,0.35,5.82555
"514","default","debt_consolidation",4.52,0.45,5.27831
"38624","paid off","credit_card",16.29,0.55,7.7397
"30237","paid off","debt_consolidation",22.79,0.5,6.82667
"24214","paid off","home_improvement",21.99,0.55,15.7344
"39009","paid off","other",10.63,0.6,10.1166
"24500","paid off","credit_card",11.16,0.4,5.8448
"10829","default","home_improvement",17.63,0.65,7.46861
"17051","default","credit_card",20.4,0.55,9.88656
"9225","default","debt_consolidation",29.13,0.35,14.9984
"33597","paid off","debt_consolidation",15.44,0.45,7.91681
"31915","paid off","debt_consolidation",13.07,0.65,5.91946
"7111","default","debt_consolidation",32.48,0.4,15.2902
"8065","default","other",7.33,0.5,1.67437
"2257","default","debt_consolidation",21.15,0.55,12.9747
"15997","default","debt_consolidation",15.43,0.4,14.0275
"39473","paid off","debt_consolidation",22.85,0.55,9.10096
"7486","default","debt_consolidation",19.27,0.65,13.1626
"11493","default","debt_consolidation",32.61,0.3,13.8004
"29880","paid off","debt_consolidation",19.28,0.7,4.51467
"35596","paid off","credit_card",15.98,0.4,8.98364
"27440","paid off","credit_card",15.72,0.65,4.64925
"20196","default","other",10.7,0.5,14.768
"15040","default","credit_card",6.42,0.5,2.70799
"32114","paid off","home_improvement",8.58,0.55,6.46424
"39728","paid off","debt_consolidation",10.68,0.65,5.98301
"42840","paid off","debt_consolidation",12.19,0.5,9.63512
"43331","paid off","debt_consolidation",17.22,0.65,4.42927
"3589","default","major_purchase",3.12,0.85,9.9444
"11093","default","credit_card",8.38,0.45,8.6006
"44944","paid off","debt_consolidation",23.99,0.25,5.66115
"41910","paid off","debt_consolidation",17.53,0.45,1.90223
"11405","default","debt_consolidation",14.99,0.45,8.92557
"40484","paid off","debt_consolidation",10.75,0.8,8.18383
"25791","paid off","other",19.13,0.4,2.25408
"20552","default","debt_consolidation",2.7,0.6,12.0844
"7094","default","debt_consolidation",13.97,0.45,10.7659
"19034","default","debt_consolidation",21.83,0.35,7.3114
"14191","default","debt_consolidation",13.4,0.3,16.4221
"20650","default","debt_consolidation",9.09,0.5,7.18877
"41736","paid off","debt_consolidation",12,0.6,5.86215
"3097","default","other",12.03,0.6,7.67394
"21026","default","other",9.52,0.45,8.016
"41530","paid off","debt_consolidation",23.81,0.35,13.1221
"40107","paid off","debt_consolidation",9.68,0.45,3.65973
"46100","paid off","credit_card",22.2,0.5,11.2646
"4973","default","debt_consolidation",18.57,0.25,9.82933
"33027","paid off","debt_consolidation",7.34,0.7,7.95337
"42623","paid off","credit_card",19.44,0.4,12.5346
"22063","default","other",21.26,0.3,2.69535
"33092","paid off","debt_consolidation",7.98,0.7,7.34388
"32740","paid off","credit_card",21.31,0.5,8.76
"14843","default","debt_consolidation",21.02,0.4,4.8532
"41055","paid off","debt_consolidation",22.13,0.5,9.95498
"22011","default","other",29.91,0.45,11.9541
"22732","default","debt_consolidation",15.13,0.5,6.30831
"34274","paid off","debt_consolidation",4.14,0.6,3.7131
"29022","paid off","major_purchase",2.86,0.4,10.3849
"26589","paid off","debt_consolidation",19.82,0.35,15.0695
"28797","paid off","credit_card",21.62,0.55,10.2321
"16429","default","debt_consolidation",17.1,0.4,2.1182
"2096","default","small_business",20.03,0.55,3.369
"30377","paid off","credit_card",14.89,0.35,5.32947
"3769","default","debt_consolidation",11.63,0.65,10.5641
"23697","paid off","credit_card",23.36,0.55,6.65111
"40558","paid off","debt_consolidation",16.76,0.6,6.80215
"17659","default","debt_consolidation",20.6,0.5,13.8557
"18671","default","debt_consolidation",33.58,0.35,7.5422
"41103","paid off","other",20.79,0.35,5.79635
"18680","default","debt_consolidation",15.45,0.65,16.5568
"37523","paid off","debt_consolidation",22.43,0.55,12.2154
"30021","paid off","debt_consolidation",21.15,0.7,3.32267
"21826","default","debt_consolidation",33.5,0.3,7.9528
"3766","default","debt_consolidation",13.63,0.5,5.30429
"22694","default","debt_consolidation",8.4,0.45,18.2982
"23393","paid off","other",25.03,0.65,0.814473
"17475","default","debt_consolidation",23.39,0.2,11.5952
"28805","paid off","debt_consolidation",14.53,0.55,12.7602
"12739","default","credit_card",17.54,0.45,7.06158
"3694","default","debt_consolidation",23.04,0.45,2.9472
"15007","default","other",5.36,0.45,7.62113
"38952","paid off","debt_consolidation",10.54,0.7,5.508
"25536","paid off","debt_consolidation",7.3,0.35,3.16781
"23365","paid off","home_improvement",13.71,0.85,7.11997
"42983","paid off","credit_card",26.64,0.55,11.7925
"22422","default","credit_card",21.72,0.6,4.72149
"38584","paid off","credit_card",22.74,0.35,4.87385
"25784","paid off","debt_consolidation",18.38,0.5,17.1985
"36257","paid off","debt_consolidation",5.16,0.65,8.76635
"11100","default","debt_consolidation",14.43,0.55,14.5162
"24034","paid off","debt_consolidation",28.68,0.25,10.7068
"17058","default","small_business",24.81,0.65,12.6788
"18914","default","debt_consolidation",18.85,0.4,12.2056
"21099","default","other",5.15,0.7,8.22557
"2416","default","other",14.95,0.5,1.0181
"45834","paid off","major_purchase",15.34,0.5,5.435
"37304","paid off","major_purchase",13.98,0.45,9.3926
"28224","paid off","credit_card",3.54,0.7,3.42945
"6368","default","credit_card",7.04,0.6,10.1409
"19722","default","other",14.82,0.4,15.0909
"30098","paid off","debt_consolidation",12.58,0.55,14.2119
"21800","default","debt_consolidation",27.85,0.25,12.8347
"3860","default","other",18.88,0.3,2.96932
"28254","paid off","debt_consolidation",7.25,0.5,4.67091
"6750","default","debt_consolidation",18.31,0.5,11.7044
"699","default","debt_consolidation",7.34,0.5,9.5528
"30620","paid off","credit_card",14.58,0.65,4.55319
"9460","default","debt_consolidation",26.38,0.45,3.5098
"22644","default","debt_consolidation",11.27,0.6,12.0032
"16661","default","credit_card",22.46,0.35,12.5342
"28624","paid off","debt_consolidation",19.1,0.4,8.17149
"20648","default","debt_consolidation",10.6,0.4,0.948127
"1086","default","debt_consolidation",20.22,0.5,11.4788
"12586","default","debt_consolidation",26.36,0.6,11.5407
"13832","default","debt_consolidation",33.74,0.3,10.8898
"21640","default","debt_consolidation",15.34,0.4,9.09024
"36589","paid off","debt_consolidation",13.3,0.5,18.3662
"43889","paid off","other",6.09,0.6,1.80421
"7219","default","debt_consolidation",16.13,0.2,15.4218
"8987","default","debt_consolidation",18.39,0.45,8.92335
"11117","default","credit_card",26.67,0.4,12.8819
