RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05
Anderson,TN,Knoxville,47,1,70600,71600,72300,72700,72700,73000,73400,73600,73800,74400,74900,75100,75200,75300,75600,75600,75800,76300,76500,76600,77200,77400,77600,77900,78200,78100,78000,77900,77400,76500,75800,75700,75900,76500,77000,77300,77300,77300,77400,77800,78400,78900,79100,79200,78900,78500,78400,78700,78800,78700,78700,78900,79100,79600,80300,80500,80500,80900,81300,81600,81900,82300,82900,82900,82700,82400,82000,81800,82000,82400,82700,82800,82900,83000,82900,83300,84200,85100,86000,87000,87600,87700,87600,87900,88200,88600,89400,90000,90200,90500,90700,90400,90200,90600,91600,92600,93000,93300,93600,93600,94000,94600,95200,96000,97100,97800,98800,100400,102000,102800,103300,103900,104800,105500,106300,107400,108600,109800,110500,110900,112100,114000,116000,117300,117700,117400,117200,117700,118700,119900,120300,120000,119300,118800,118400,117900,118000,119200,120400,120700,120100,119200,118700,118600,119100,119400,119400,120000,121100,121500,121200,121000,121100,121900,122000,120900,119400,118500,118200,117700,117000,117100,117800,118600,118200,116500,115300,116000,117000,117600,118300,119400,120400,120700,120300,119800,119100,118800,118800,118700,118400,118300,118200,117400,115800,114200,113200,112600,112100,112000,111700,111300,111300,111400,110900,110200,109700,109200,109000,109500,110300,111100,112000,112300,111500,110400,110200,110800,112000,113500,114000,114100,114600,115000,114900,114800,114900,115300,115500,115300,115100,115000,115200,115200,115200,115700,116700,117600,118000,118100
Allegany,MD,Cumberland,24,1,57800,56900,55300,53800,52800,52400,52600,52700,52800,53000,53100,52900,52800,53000,53600,54300,54700,54800,54600,54400,54300,54300,54400,54700,54700,54400,54300,54400,54200,53900,54100,54400,54800,55300,55600,55300,55100,55000,54800,54800,55100,55400,55500,55500,55700,56000,56000,56000,56100,56700,57300,57800,58100,58400,58700,58800,58400,57800,57800,58100,58600,59200,59500,59700,59800,59800,59600,59400,59500,59600,59700,60000,60100,59900,59700,59600,59700,60000,60200,60300,60600,61200,61800,62200,62500,63000,63100,63100,63200,63500,63800,64100,64400,64500,64500,64500,64800,65400,66500,67700,68300,68700,69200,69900,70500,71000,71600,72400,73400,74400,75400,76500,77700,79100,80000,81000,82000,82900,83800,84900,86000,86400,86600,86700,87500,88400,89500,90300,90800,91400,91800,91700,91500,91800,92600,93500,93700,93100,93000,93700,94500,94800,95100,95400,95600,95600,95500,95300,95000,94400,93900,93300,93200,94100,95300,95700,95900,96200,96400,96500,97100,98300,99400,100000,100200,99900,99300,99500,99900,99300,98600,98000,97600,97400,97000,96800,96600,96600,96500,96100,95400,94400,93300,92900,92900,92700,91900,90700,89500,88500,87600,87100,87100,87500,87700,87400,87200,87400,88100,88700,88900,89100,89200,88600,88300,88800,89400,89600,89600,89600,89500,89600,89400,88800,88000,87500,87000,86700,86600,86800,86200,85000,84200,84100,84200,84400,84500,84600,84500,84300
Forrest,MS,Hattiesburg,28,35,57100,58900,61300,62800,62900,61900,61300,61700,62200,62600,63400,64000,64100,64100,63400,62100,61500,62800,64100,64900,65300,65700,65700,66200,66800,67700,69300,70400,70600,70800,71200,70800,70900,71300,72000,72400,72700,72200,71400,71000,70800,70300,70200,70800,71900,72800,73500,73800,74000,74000,74000,74900,77300,80400,82400,82400,81400,81000,81200,80800,80000,79500,79200,78800,78200,77900,78100,78500,78800,78400,77800,77800,78300,78200,77500,76900,76700,76700,76700,77100,77600,77800,78300,78900,79200,79800,81400,83000,83600,83200,82500,82700,83200,83500,83700,83800,83700,83900,83800,83700,83600,83300,83300,83700,84100,84300,84700,86000,88600,90900,91800,92500,93500,94700,95700,96800,98100,99200,99900,100200,100000,100000,100600,101100,101600,102200,103300,104100,105000,106800,108800,109400,109000,108400,108600,109500,110100,110100,110300,110400,111300,112500,112700,112000,111800,112100,112900,113600,113400,112600,112600,113600,114800,115000,114800,114300,113600,112900,113300,113300,112400,110600,110000,110800,111000,109600,108600,107600,106500,106300,107300,106800,109500,114400,114800,109000,106500,107700,107400,107300,108300,110900,109200,106900,103300,103700,105800,106300,100200,95400,95300,96100,94700,93400,94500,96000,97900,97900,95800,95700,97600,99200,99300,98500,98400,98900,98300,99300,100400,98800,98300,100400,102200,102000,101000,106100,114400,115700,111800,110800,110200,109800,110400,111400,112800,113500,114500,114500,112900,111600
Wood,WI,Marshfield,55,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104000,104700,105600,106300,106100,105200,104500,103800,102800,101900,102100,103300,103500,102400,101300,101900,103200,104100,104200,104400,104900,105000,105600,106100,106700,107100,107800,108100,108300,107900,107600,108400,109200,109300,108300,108400,109500,110500,111300,112400,113100,113400,114400,116000,116900,116600,116600,116600,116100,115800,115600,115500,115500,115100,114400,113500,113200,114100,115200,115900,116700,117400,117700,118000,117800,117400,117400,118000,118200,117700,117200,117200,117200,116800,116100,114300,114000,114800,114000,111000,107900,105000,102300,100300,98300,97100,95900,95100,95300,97800,100600,102100,102800,103100,103500,103600,104000,104600,105100,105100,104500,103600,102900,102300,101300,100400,100100,99800,99600,99500,99700,100500,101100,100500,99500,99000,98800,99100,99700,100100,99800,99200,98900,98900,98400,97800,97700,97900,98100,98900,99900,100200,100200,100400,100900,101600,101900,101700,101500,102500,104400,106200,107000,107400,107900,108300,108600,109100,109700,109700,110100,111300,112700,113900
Floyd,IN,Louisville/Jefferson County,18,43,83200,84800,86300,87500,87900,87500,87700,88500,89100,89200,89900,90900,90900,89900,89200,89200,89400,89300,89100,89800,90800,91400,91500,91700,92100,92500,92400,92400,92800,93100,93500,94000,94100,94200,94600,95000,94900,95100,96200,97700,98700,98600,98400,98800,99600,100200,101000,101500,102200,103300,103800,103500,103300,103400,103400,103400,103600,104200,105400,106400,107200,108200,109000,109400,110200,111100,111900,112200,112000,111800,112400,112400,111600,111100,110800,110000,109000,108800,107600,104800,103300,104600,105100,104800,105000,105700,106600,107400,107800,107900,108400,109300,110300,110800,110500,110300,110700,111200,111200,112000,114600,117900,121300,124900,127300,127200,127100,127800,128400,127700,127200,127400,127500,128600,129900,130100,128700,126600,124200,123400,122500,121700,121900,121800,120100,118300,117300,116800,117600,120700,124900,127300,128800,130200,131200,131500,131300,130400,130000,130200,130300,129800,129400,129900,131200,131900,131800,131600,131800,131800,131700,131600,131600,131600,131500,131000,130800,131100,131500,131800,132100,132100,131900,131800,131700,131500,131100,130400,129100,127800,127000,127400,127800,127800,127900,128300,128100,127100,126200,124100,121800,120700,120900,121400,122200,122600,121900,121300,121400,122100,122600,122700,122200,121900,121500,121100,121000,120400,119200,119200,119600,119500,120200,121400,122200,122600,123500,124500,125400,126100,126900,127200,127400,127400,126100,128100,133000,135700,134800,134200,133600,133500,133900,134000,133900,134600,136300,137300,138300,139800
Putnam,FL,Palatka,12,107,62600,60600,58700,57500,56700,56300,56300,56400,56400,56500,56700,56900,57400,57700,57700,57600,57900,58300,58200,58300,58400,58400,58300,58400,58600,59000,59700,60100,60300,60600,60900,60800,61000,61200,61200,61100,61200,61300,61500,61900,62200,62200,62300,62500,62700,62900,63300,63500,63600,64000,64600,65200,65400,65400,65700,66100,66700,67600,68300,68500,68800,69500,70000,70200,70600,71100,71600,72300,72700,72600,72500,72800,73200,73200,73100,73100,73100,73200,73200,73500,73900,74200,74700,75400,75900,76100,76500,77200,78100,79000,79700,80700,81900,82900,83800,85200,87000,88600,90000,91700,93600,95500,96700,97700,98600,99800,100700,102100,103900,106500,109900,113200,115500,117700,120700,123400,125600,127600,129700,132000,133800,134600,135100,136000,137000,138000,138800,139600,139400,138800,138400,138100,137400,137300,137000,136300,135600,134600,133400,132100,130500,128700,127100,125000,122700,121100,120200,119200,117700,116000,115000,113300,113900,117200,119900,120400,121300,121700,121100,119800,119400,119700,119600,119300,118600,117100,115400,113800,112500,110800,108400,105700,103600,101800,100200,98900,97800,96900,96400,95900,95100,93900,93000,92500,92400,92400,92200,92200,91700,90300,89100,88800,88300,88100,88100,88000,88100,88100,87500,86600,86100,85600,85100,84800,84100,82900,82200,82300,82500,82600,83000,83900,84100,83400,82200,82100,83500,85000,85500,85500,84800,83300,82500,82400,81900,81200,80800,80400,79700,78900
Oconee,SC,Seneca,45,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146000,146000,146200,145900,146500,146800,146500,146100,145700,145300,145100,144800,144400,144200,144700,145700,144600,141700,139800,139200,138400,138000,138100,138400,138500,137900,137100,136700,136100,135300,135100,135200,134500,134700,135700,136200,136200,136200,136200,136000,134700,132600,131700,131700,130300,129200,129500,130100,130100,131100,132900,134900,134900,133700,132500,133000,135600,139000,139900,139800,139500,138600,137700,137500,136500,135200,135400,136500,137000,137400
Bastrop,TX,Austin,48,21,72600,73000,73100,73600,75400,77500,78600,78800,79000,79300,80200,80500,79400,78000,77200,76400,75200,74600,74400,74300,74400,74600,75000,76100,77300,77900,78000,78300,79100,79400,78300,77100,76400,76300,76700,77000,77500,78800,80400,81800,83000,84100,84900,85500,86000,86800,87300,87400,87900,88900,89500,89700,89800,90300,91900,94100,96400,98200,99300,100500,102000,103500,105900,108600,109600,108900,108600,108600,109000,109200,109800,110800,111300,111200,111400,111700,112300,113300,114000,114300,114100,114100,114300,113900,112900,112500,112900,113400,112800,112200,113000,115000,116000,115700,115200,115400,116300,116600,116100,116000,116700,116900,116700,117800,119000,119000,118500,117900,117500,116900,114600,112000,110700,111900,113800,113700,113300,115300,117200,118100,118500,119100,119300,119300,118600,116800,114200,112100,110200,108400,107700,107700,107400,108200,110000,111700,113800,116300,117600,117900,118900,120100,120700,120900,121400,122100,123200,123800,123200,122300,122400,123100,123400,122900,122400,122100,121400,120900,121600,122000,121300,120300,120100,119900,121100,122500,122200,120800,120900,120000,117600,116900,118800,120300,120400,119500,118600,118000,117800,117400,116900,116800,117700,117900,118900,119400,117600,115500,114200,113400,114500,116800,118200,119100,118500,117500,116500,116200,116500,117400,117000,116500,117400,118700,119000,119900,121400,122800,123700,125000,127000,129400,131600,132600,131300,132600,135600,135800,134600,135500,136100,136800,138800,141300,143200,144100,145100,145700,145800,146300
Madison,NY,Syracuse,36,53,71400,71100,71200,71100,70900,71000,70700,70100,69700,69200,68700,68400,68300,68400,68600,68900,69000,69000,69000,69400,69900,70300,71000,71800,71900,71500,71300,71000,71000,71100,71200,70700,70200,69900,70100,70400,71000,71500,71600,71600,71800,72000,72000,72000,72600,73500,74000,74100,74200,74600,75000,74900,74700,74700,74600,74800,75100,75000,74800,74800,75000,75200,75400,75800,76300,76500,76700,76900,76800,77400,78600,79600,80200,80800,81400,82100,82600,82800,83300,84000,84700,85100,85300,85500,85700,86000,86500,87300,87700,88200,88800,89300,89300,89200,89400,89700,89900,90000,90200,90500,90900,91700,92600,93200,94100,94900,95400,95900,96700,96900,96500,96600,97200,97500,97700,98400,99200,99900,100400,100800,101000,101500,102200,102500,102100,101900,102000,102300,102500,102200,101900,102300,103100,104300,105000,105300,106000,107000,107800,108000,107700,107700,108200,108300,108400,108600,109000,109700,110500,111200,111700,112100,112900,113400,113400,113800,114300,114700,115300,115700,115800,115600,115100,114600,114400,114500,114500,114000,113400,113100,112500,111700,111100,111200,111400,111200,110900,110700,111000,111600,111600,111200,111000,110600,109900,109400,108700,107900,107500,107600,107900,108100,108300,108300,108400,109200,110400,110900,111400,112500,113200,113200,113100,113100,113400,114000,114800,115700,116200,116300,116900,117700,118800,120000,121100,121100,120000,118900,118400,118400,118600,118600,118200,117900,118000,117800,117400,117200,117400,117700
Nassau,FL,Jacksonville,12,89,106000,105500,105000,104900,105000,104900,104300,103600,103800,104500,105500,106000,106700,107300,107300,106500,106200,107000,108800,109600,108900,108300,108500,109500,111000,112600,113800,115100,116900,118700,119900,121400,123600,125700,127400,128800,130200,130900,130800,130500,130900,130900,130700,130900,131000,131300,131500,131800,131400,131600,133000,134800,135500,136300,137800,139600,141400,142900,144200,145600,147300,149100,151200,152900,153800,154000,154700,155900,156800,157500,158400,159000,159400,160300,161400,162900,164800,166700,168000,168500,168800,168900,168300,167800,168400,169400,169900,169700,169200,169200,170000,171400,173100,175000,177900,181300,183800,186000,188700,192000,195500,198600,200800,202400,204500,207900,212000,215900,219500,221900,224000,226800,230500,234400,238000,241600,245400,248600,251400,254800,258200,261200,264200,267100,269200,271000,272500,273800,274100,273500,271600,269500,267700,266600,265400,264600,264700,264600,264200,263700,262600,260200,257000,253100,249700,247600,246400,244600,242300,239600,237900,236200,234900,234700,235100,234500,233400,232100,230300,227800,224600,221100,217800,215900,215500,215700,216000,216400,216900,216900,216700,216100,215600,214900,213800,212100,210100,207900,206200,204900,203700,202100,200400,198400,196300,195000,194700,194500,193700,193000,192300,191500,190700,189900,188700,187700,187300,187800,188200,187700,187000,187100,187400,188200,189700,191100,192400,195000,197900,200300,202400,205100,207400,208800,209300,210000,210700,211100,211400,211800,212500,213400,214000,214700,215300,215800,217000,218900,219900,220200
Monroe,FL,Key West,12,87,171800,170500,169300,169200,169700,170000,170600,171900,173700,175300,176400,177300,178600,179700,180900,182200,183800,185400,187100,188300,189800,191900,193900,195200,196000,196800,197100,197500,199300,201900,203600,203900,204300,205600,207000,208400,210100,212100,214200,216400,218600,220000,220200,220100,220500,221200,223900,228900,233900,237500,240900,242800,243100,244400,247400,250700,253000,255500,257700,259000,260900,264000,266800,268900,271500,275200,278500,280900,284200,290100,296900,303200,308500,313600,318800,324600,331500,337500,342000,346500,352300,358800,364900,371700,378400,386500,397300,408800,418300,427800,440200,454400,465900,473400,480500,489900,501300,513700,527600,543600,559700,571300,581800,599500,621400,640000,654300,667700,681900,697200,708400,716200,720400,723500,726400,724800,715300,703700,699700,700300,694700,680900,664500,651700,643100,636500,631000,627000,622200,618800,615500,610400,604100,596800,589500,581800,575200,571100,567600,561300,552700,542100,527000,507300,491400,481700,475000,468600,461100,449700,436300,422700,415500,415300,417100,416900,415100,411300,407800,405300,403600,402800,403000,402900,402800,400700,397000,393600,392500,393800,394600,391700,387700,387700,388500,388000,385800,384200,383100,381900,380000,376800,372900,369800,368900,369200,368300,367900,368700,369800,370700,372700,374100,375400,377400,379800,381800,382300,382200,383500,385400,385800,385300,386300,389000,392000,395400,399600,403400,406300,409400,412800,414900,416900,419300,424000,431000,438000,441700,444700,447100,448800,451300,454700,457600,460900,466700,472300,475800,478100
Wagoner,OK,Tulsa,40,145,66300,64900,64400,64800,65200,65000,64600,64400,64500,64600,64900,65700,66300,66500,66900,67200,67200,67500,68200,68600,68800,68700,68700,69300,70600,72000,72400,72300,72600,73800,75200,76400,77200,78000,78900,79900,81000,81700,82200,82800,83200,83700,84100,84400,84700,85000,85300,85700,86300,86600,86700,87200,88000,88600,89400,90200,91100,91700,92400,93200,94100,95500,97100,98600,99000,96800,93700,91900,90800,89800,89100,88800,88700,88700,89100,89500,90300,91500,92600,93300,93500,92900,92000,90800,89900,89600,89800,90000,89900,89800,89900,90000,90300,90600,90600,90600,90400,90100,90300,92100,94100,96100,98200,99800,100400,100900,101900,103000,103900,104700,103600,100100,97300,96900,96700,96700,98300,101600,104600,106300,107100,107500,108100,109100,109900,110300,110300,110200,109900,109200,108600,108600,109000,109200,109600,110300,111000,111300,111800,112200,112200,111900,111600,111500,111600,111600,111500,111500,111400,110900,110300,110000,110000,110200,110500,111100,112100,113500,114600,115300,115800,116000,115700,115400,115800,116100,116300,116200,116000,115600,115500,115600,115600,115400,115200,115100,114800,114400,113600,112000,109700,108200,108000,108200,108800,111300,115400,118100,118800,118700,119000,119700,120700,121700,122400,123500,123500,121800,120500,120700,120500,120300,120800,121800,122800,123800,124800,125800,127000,128200,128300,127900,128500,128800,128300,127900,128000,128200,128900,129500,129300,128500,127900,127700,127600,127500,128200,129700,131200,132300
